# NASA CMAPs Pre-Split Data
# Alpha: 0.02
# Number of clients: 25
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
15,1,FD001,192,train_FD001.txt
15,1,FD003,259,train_FD003.txt
15,4,FD002,235,train_FD002.txt
15,5,FD004,193,train_FD004.txt
15,7,FD003,424,train_FD003.txt
15,11,FD003,197,train_FD003.txt
15,12,FD003,170,train_FD003.txt
15,13,FD001,163,train_FD001.txt
15,22,FD003,192,train_FD003.txt
15,28,FD002,200,train_FD002.txt
15,36,FD004,143,train_FD004.txt
15,39,FD002,214,train_FD002.txt
15,47,FD001,214,train_FD001.txt
15,56,FD002,163,train_FD002.txt
15,58,FD002,162,train_FD002.txt
15,59,FD001,231,train_FD001.txt
15,71,FD004,312,train_FD004.txt
15,80,FD001,185,train_FD001.txt
15,94,FD002,306,train_FD002.txt
15,94,FD003,392,train_FD003.txt
15,99,FD003,145,train_FD003.txt
15,112,FD002,378,train_FD002.txt
15,147,FD004,234,train_FD004.txt
15,164,FD002,249,train_FD002.txt
15,175,FD004,156,train_FD004.txt
15,190,FD004,381,train_FD004.txt
15,199,FD002,219,train_FD002.txt
15,202,FD002,197,train_FD002.txt
15,208,FD004,290,train_FD004.txt
15,224,FD004,268,train_FD004.txt
15,235,FD004,199,train_FD004.txt
15,243,FD004,327,train_FD004.txt
11,1,FD002,149,train_FD002.txt
11,20,FD002,154,train_FD002.txt
11,21,FD003,220,train_FD003.txt
11,23,FD002,211,train_FD002.txt
11,23,FD003,196,train_FD003.txt
11,37,FD002,210,train_FD002.txt
11,42,FD001,196,train_FD001.txt
11,47,FD002,246,train_FD002.txt
11,54,FD001,257,train_FD001.txt
11,62,FD002,184,train_FD002.txt
11,64,FD001,283,train_FD001.txt
11,65,FD002,206,train_FD002.txt
11,68,FD002,185,train_FD002.txt
11,75,FD001,229,train_FD001.txt
11,87,FD001,178,train_FD001.txt
11,92,FD004,191,train_FD004.txt
11,96,FD001,336,train_FD001.txt
11,106,FD002,272,train_FD002.txt
11,126,FD002,199,train_FD002.txt
11,139,FD002,194,train_FD002.txt
11,140,FD004,298,train_FD004.txt
11,152,FD002,184,train_FD002.txt
11,161,FD004,303,train_FD004.txt
11,172,FD002,174,train_FD002.txt
11,183,FD002,207,train_FD002.txt
11,209,FD004,161,train_FD004.txt
11,210,FD004,167,train_FD004.txt
11,224,FD002,174,train_FD002.txt
11,225,FD002,156,train_FD002.txt
11,252,FD002,135,train_FD002.txt
23,1,FD004,321,train_FD004.txt
23,19,FD004,210,train_FD004.txt
23,42,FD002,221,train_FD002.txt
23,56,FD004,347,train_FD004.txt
23,58,FD004,281,train_FD004.txt
23,59,FD002,194,train_FD002.txt
23,60,FD003,190,train_FD003.txt
23,60,FD004,218,train_FD004.txt
23,63,FD004,170,train_FD004.txt
23,64,FD004,184,train_FD004.txt
23,65,FD003,234,train_FD003.txt
23,67,FD002,145,train_FD002.txt
23,73,FD002,239,train_FD002.txt
23,75,FD003,259,train_FD003.txt
23,90,FD001,154,train_FD001.txt
23,90,FD003,181,train_FD003.txt
23,97,FD002,145,train_FD002.txt
23,105,FD002,303,train_FD002.txt
23,107,FD004,183,train_FD004.txt
23,133,FD004,489,train_FD004.txt
23,135,FD002,294,train_FD002.txt
23,141,FD002,163,train_FD002.txt
23,144,FD002,224,train_FD002.txt
23,146,FD004,303,train_FD004.txt
23,170,FD002,179,train_FD002.txt
23,171,FD004,399,train_FD004.txt
23,176,FD002,164,train_FD002.txt
23,177,FD004,242,train_FD004.txt
23,196,FD004,174,train_FD004.txt
23,214,FD002,146,train_FD002.txt
23,219,FD002,156,train_FD002.txt
23,229,FD002,176,train_FD002.txt
23,259,FD002,205,train_FD002.txt
6,2,FD001,287,train_FD001.txt
6,15,FD004,224,train_FD004.txt
6,16,FD002,154,train_FD002.txt
6,18,FD001,195,train_FD001.txt
6,25,FD002,205,train_FD002.txt
6,29,FD002,151,train_FD002.txt
6,35,FD004,221,train_FD004.txt
6,61,FD003,199,train_FD003.txt
6,64,FD003,195,train_FD003.txt
6,77,FD003,255,train_FD003.txt
6,78,FD003,221,train_FD003.txt
6,80,FD002,221,train_FD002.txt
6,86,FD001,278,train_FD001.txt
6,104,FD002,228,train_FD002.txt
6,116,FD002,207,train_FD002.txt
6,125,FD004,239,train_FD004.txt
6,157,FD004,298,train_FD004.txt
6,161,FD002,224,train_FD002.txt
6,189,FD002,209,train_FD002.txt
6,193,FD004,197,train_FD004.txt
6,205,FD002,198,train_FD002.txt
6,205,FD004,242,train_FD004.txt
6,216,FD004,244,train_FD004.txt
6,219,FD004,190,train_FD004.txt
6,223,FD004,247,train_FD004.txt
6,236,FD002,239,train_FD002.txt
6,238,FD002,156,train_FD002.txt
6,245,FD002,253,train_FD002.txt
6,257,FD002,309,train_FD002.txt
21,2,FD002,269,train_FD002.txt
21,4,FD004,274,train_FD004.txt
21,5,FD001,269,train_FD001.txt
21,5,FD003,213,train_FD003.txt
21,6,FD003,278,train_FD003.txt
21,6,FD004,331,train_FD004.txt
21,13,FD002,227,train_FD002.txt
21,27,FD001,156,train_FD001.txt
21,32,FD002,281,train_FD002.txt
21,40,FD004,206,train_FD004.txt
21,44,FD002,205,train_FD002.txt
21,51,FD001,213,train_FD001.txt
21,64,FD002,282,train_FD002.txt
21,69,FD002,136,train_FD002.txt
21,71,FD003,409,train_FD003.txt
21,83,FD002,170,train_FD002.txt
21,83,FD004,184,train_FD004.txt
21,88,FD001,213,train_FD001.txt
21,91,FD004,354,train_FD004.txt
21,95,FD004,239,train_FD004.txt
21,135,FD004,149,train_FD004.txt
21,138,FD002,200,train_FD002.txt
21,167,FD004,263,train_FD004.txt
21,191,FD002,219,train_FD002.txt
21,239,FD002,263,train_FD002.txt
21,248,FD004,184,train_FD004.txt
21,251,FD002,266,train_FD002.txt
9,2,FD003,253,train_FD003.txt
9,2,FD004,299,train_FD004.txt
9,12,FD002,249,train_FD002.txt
9,14,FD001,180,train_FD001.txt
9,16,FD003,344,train_FD003.txt
9,27,FD002,176,train_FD002.txt
9,32,FD004,219,train_FD004.txt
9,45,FD002,151,train_FD002.txt
9,50,FD003,161,train_FD003.txt
9,53,FD003,164,train_FD003.txt
9,55,FD003,525,train_FD003.txt
9,63,FD003,231,train_FD003.txt
9,78,FD001,231,train_FD001.txt
9,82,FD004,197,train_FD004.txt
9,84,FD003,226,train_FD003.txt
9,88,FD002,365,train_FD002.txt
9,100,FD001,200,train_FD001.txt
9,116,FD004,344,train_FD004.txt
9,119,FD002,174,train_FD002.txt
9,130,FD002,182,train_FD002.txt
9,145,FD004,228,train_FD004.txt
9,148,FD004,193,train_FD004.txt
9,159,FD004,288,train_FD004.txt
9,164,FD004,380,train_FD004.txt
9,203,FD002,269,train_FD002.txt
9,215,FD002,226,train_FD002.txt
9,227,FD004,287,train_FD004.txt
9,241,FD002,183,train_FD002.txt
9,258,FD002,143,train_FD002.txt
24,3,FD001,179,train_FD001.txt
24,6,FD002,175,train_FD002.txt
24,8,FD002,151,train_FD002.txt
24,8,FD003,267,train_FD003.txt
24,10,FD002,184,train_FD002.txt
24,22,FD004,211,train_FD004.txt
24,29,FD001,163,train_FD001.txt
24,35,FD003,231,train_FD003.txt
24,38,FD004,177,train_FD004.txt
24,43,FD003,321,train_FD003.txt
24,44,FD003,180,train_FD003.txt
24,57,FD002,140,train_FD002.txt
24,59,FD003,299,train_FD003.txt
24,69,FD003,170,train_FD003.txt
24,78,FD004,250,train_FD004.txt
24,83,FD001,293,train_FD001.txt
24,86,FD002,190,train_FD002.txt
24,91,FD001,135,train_FD001.txt
24,119,FD004,187,train_FD004.txt
24,162,FD002,194,train_FD002.txt
24,185,FD002,162,train_FD002.txt
24,222,FD004,202,train_FD004.txt
24,235,FD002,183,train_FD002.txt
24,237,FD002,209,train_FD002.txt
13,3,FD002,206,train_FD002.txt
13,12,FD004,272,train_FD004.txt
13,14,FD002,193,train_FD002.txt
13,16,FD001,209,train_FD001.txt
13,18,FD002,209,train_FD002.txt
13,21,FD001,195,train_FD001.txt
13,28,FD003,200,train_FD003.txt
13,32,FD003,189,train_FD003.txt
13,37,FD001,170,train_FD001.txt
13,45,FD001,158,train_FD001.txt
13,48,FD004,322,train_FD004.txt
13,55,FD001,193,train_FD001.txt
13,61,FD002,218,train_FD002.txt
13,71,FD001,208,train_FD001.txt
13,77,FD004,148,train_FD004.txt
13,80,FD003,147,train_FD003.txt
13,85,FD003,266,train_FD003.txt
13,88,FD004,388,train_FD004.txt
13,89,FD003,207,train_FD003.txt
13,102,FD004,194,train_FD004.txt
13,115,FD002,206,train_FD002.txt
13,131,FD004,370,train_FD004.txt
13,134,FD004,247,train_FD004.txt
13,137,FD004,225,train_FD004.txt
13,153,FD002,292,train_FD002.txt
13,169,FD004,227,train_FD004.txt
13,176,FD004,180,train_FD004.txt
13,178,FD004,170,train_FD004.txt
13,192,FD002,133,train_FD002.txt
13,204,FD002,237,train_FD002.txt
13,206,FD004,263,train_FD004.txt
13,209,FD002,201,train_FD002.txt
13,216,FD002,229,train_FD002.txt
13,217,FD004,200,train_FD004.txt
13,222,FD002,195,train_FD002.txt
13,223,FD002,218,train_FD002.txt
13,246,FD004,161,train_FD004.txt
22,3,FD003,222,train_FD003.txt
22,5,FD002,154,train_FD002.txt
22,13,FD004,256,train_FD004.txt
22,20,FD004,245,train_FD004.txt
22,21,FD002,189,train_FD002.txt
22,21,FD004,227,train_FD004.txt
22,24,FD002,191,train_FD002.txt
22,33,FD003,231,train_FD003.txt
22,34,FD003,459,train_FD003.txt
22,34,FD004,276,train_FD004.txt
22,41,FD001,216,train_FD001.txt
22,51,FD003,190,train_FD003.txt
22,68,FD001,199,train_FD001.txt
22,68,FD003,201,train_FD003.txt
22,76,FD001,210,train_FD001.txt
22,79,FD004,218,train_FD004.txt
22,82,FD002,200,train_FD002.txt
