# NASA CMAPs Pre-Split Data
# Alpha: 0.05
# Number of clients: 25
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
12,1,FD001,192,train_FD001.txt
12,9,FD004,334,train_FD004.txt
12,18,FD004,343,train_FD004.txt
12,24,FD001,147,train_FD001.txt
12,28,FD004,202,train_FD004.txt
12,37,FD002,210,train_FD002.txt
12,45,FD001,158,train_FD001.txt
12,53,FD001,195,train_FD001.txt
12,56,FD001,275,train_FD001.txt
12,59,FD003,299,train_FD003.txt
12,63,FD001,174,train_FD001.txt
12,73,FD004,181,train_FD004.txt
12,75,FD001,229,train_FD001.txt
12,75,FD002,231,train_FD002.txt
12,78,FD004,250,train_FD004.txt
12,79,FD001,199,train_FD001.txt
12,84,FD004,159,train_FD004.txt
12,85,FD003,266,train_FD003.txt
12,90,FD004,212,train_FD004.txt
12,91,FD001,135,train_FD001.txt
12,97,FD004,262,train_FD004.txt
12,112,FD002,378,train_FD002.txt
12,113,FD002,232,train_FD002.txt
12,117,FD004,342,train_FD004.txt
12,120,FD002,129,train_FD002.txt
12,131,FD004,370,train_FD004.txt
12,136,FD002,160,train_FD002.txt
12,136,FD004,205,train_FD004.txt
12,139,FD004,251,train_FD004.txt
12,157,FD004,298,train_FD004.txt
12,160,FD004,187,train_FD004.txt
12,168,FD004,196,train_FD004.txt
12,180,FD004,344,train_FD004.txt
12,190,FD002,257,train_FD002.txt
12,216,FD004,244,train_FD004.txt
12,245,FD004,205,train_FD004.txt
21,1,FD002,149,train_FD002.txt
21,10,FD001,222,train_FD001.txt
21,12,FD002,249,train_FD002.txt
21,13,FD001,163,train_FD001.txt
21,15,FD002,209,train_FD002.txt
21,23,FD003,196,train_FD003.txt
21,33,FD003,231,train_FD003.txt
21,35,FD001,181,train_FD001.txt
21,43,FD003,321,train_FD003.txt
21,64,FD001,283,train_FD001.txt
21,67,FD001,313,train_FD001.txt
21,79,FD004,218,train_FD004.txt
21,80,FD004,305,train_FD004.txt
21,94,FD002,306,train_FD002.txt
21,98,FD001,156,train_FD001.txt
21,98,FD002,167,train_FD002.txt
21,114,FD004,161,train_FD004.txt
21,151,FD004,351,train_FD004.txt
21,181,FD004,134,train_FD004.txt
21,186,FD002,194,train_FD002.txt
21,197,FD004,170,train_FD004.txt
21,201,FD002,191,train_FD002.txt
21,209,FD002,201,train_FD002.txt
21,218,FD004,236,train_FD004.txt
21,225,FD004,418,train_FD004.txt
21,233,FD004,289,train_FD004.txt
21,253,FD002,149,train_FD002.txt
11,1,FD003,259,train_FD003.txt
11,16,FD001,209,train_FD001.txt
11,36,FD002,203,train_FD002.txt
11,38,FD003,201,train_FD003.txt
11,38,FD004,177,train_FD004.txt
11,41,FD003,295,train_FD003.txt
11,45,FD003,205,train_FD003.txt
11,52,FD002,174,train_FD002.txt
11,55,FD001,193,train_FD001.txt
11,56,FD003,195,train_FD003.txt
11,67,FD004,167,train_FD004.txt
11,69,FD003,170,train_FD003.txt
11,80,FD001,185,train_FD001.txt
11,85,FD002,347,train_FD002.txt
11,86,FD002,190,train_FD002.txt
11,87,FD004,259,train_FD004.txt
11,109,FD002,220,train_FD002.txt
11,127,FD004,235,train_FD004.txt
11,132,FD002,183,train_FD002.txt
11,144,FD004,297,train_FD004.txt
11,145,FD004,228,train_FD004.txt
11,146,FD004,303,train_FD004.txt
11,155,FD004,295,train_FD004.txt
11,168,FD002,217,train_FD002.txt
11,193,FD004,197,train_FD004.txt
11,200,FD002,227,train_FD002.txt
11,202,FD004,241,train_FD004.txt
11,204,FD002,237,train_FD002.txt
11,237,FD004,212,train_FD004.txt
11,243,FD004,327,train_FD004.txt
11,249,FD004,255,train_FD004.txt
