# NASA CMAPs Pre-Split Data
# Alpha: 0.2
# Number of clients: 25
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
9,1,FD001,192,train_FD001.txt
9,1,FD003,259,train_FD003.txt
9,3,FD001,179,train_FD001.txt
9,4,FD002,235,train_FD002.txt
9,7,FD004,221,train_FD004.txt
9,11,FD001,240,train_FD001.txt
9,18,FD002,209,train_FD002.txt
9,20,FD002,154,train_FD002.txt
9,26,FD003,243,train_FD003.txt
9,37,FD004,388,train_FD004.txt
9,50,FD003,161,train_FD003.txt
9,54,FD002,199,train_FD002.txt
9,60,FD002,177,train_FD002.txt
9,64,FD003,195,train_FD003.txt
9,69,FD004,226,train_FD004.txt
9,73,FD001,213,train_FD001.txt
9,74,FD003,193,train_FD003.txt
9,81,FD002,288,train_FD002.txt
9,83,FD003,181,train_FD003.txt
9,85,FD004,277,train_FD004.txt
9,87,FD004,259,train_FD004.txt
9,88,FD002,365,train_FD002.txt
9,92,FD003,158,train_FD003.txt
9,103,FD002,280,train_FD002.txt
9,119,FD002,174,train_FD002.txt
9,126,FD002,199,train_FD002.txt
9,128,FD004,248,train_FD004.txt
9,145,FD004,228,train_FD004.txt
9,163,FD004,285,train_FD004.txt
9,167,FD002,232,train_FD002.txt
9,177,FD004,242,train_FD004.txt
9,186,FD004,163,train_FD004.txt
9,192,FD004,190,train_FD004.txt
9,211,FD004,146,train_FD004.txt
9,234,FD002,159,train_FD002.txt
9,242,FD002,273,train_FD002.txt
9,244,FD004,267,train_FD004.txt
4,1,FD002,149,train_FD002.txt
4,2,FD003,253,train_FD003.txt
4,28,FD002,200,train_FD002.txt
4,33,FD003,231,train_FD003.txt
4,41,FD002,262,train_FD002.txt
4,43,FD001,207,train_FD001.txt
4,46,FD002,201,train_FD002.txt
4,47,FD004,375,train_FD004.txt
4,50,FD001,198,train_FD001.txt
4,50,FD002,222,train_FD002.txt
4,58,FD001,147,train_FD001.txt
4,68,FD003,201,train_FD003.txt
4,97,FD002,145,train_FD002.txt
4,98,FD004,245,train_FD004.txt
4,104,FD004,203,train_FD004.txt
4,107,FD002,145,train_FD002.txt
4,115,FD004,131,train_FD004.txt
4,122,FD002,185,train_FD002.txt
4,123,FD002,226,train_FD002.txt
4,130,FD002,182,train_FD002.txt
4,140,FD004,298,train_FD004.txt
4,167,FD004,263,train_FD004.txt
4,196,FD004,174,train_FD004.txt
4,202,FD004,241,train_FD004.txt
4,233,FD002,190,train_FD002.txt
4,234,FD004,207,train_FD004.txt
7,1,FD004,321,train_FD004.txt
7,4,FD001,189,train_FD001.txt
7,6,FD001,188,train_FD001.txt
7,6,FD004,331,train_FD004.txt
7,12,FD002,249,train_FD002.txt
7,13,FD004,256,train_FD004.txt
7,19,FD003,229,train_FD003.txt
7,33,FD004,201,train_FD004.txt
7,48,FD001,231,train_FD001.txt
7,55,FD004,344,train_FD004.txt
7,59,FD002,194,train_FD002.txt
7,67,FD001,313,train_FD001.txt
7,70,FD001,137,train_FD001.txt
7,80,FD001,185,train_FD001.txt
7,80,FD004,305,train_FD004.txt
7,110,FD002,221,train_FD002.txt
7,121,FD002,210,train_FD002.txt
7,140,FD002,214,train_FD002.txt
7,144,FD002,224,train_FD002.txt
7,161,FD004,303,train_FD004.txt
7,162,FD002,194,train_FD002.txt
7,175,FD002,202,train_FD002.txt
7,183,FD004,190,train_FD004.txt
7,204,FD004,211,train_FD004.txt
7,217,FD004,200,train_FD004.txt
7,240,FD002,266,train_FD002.txt
15,2,FD001,287,train_FD001.txt
15,12,FD004,272,train_FD004.txt
15,13,FD002,227,train_FD002.txt
15,24,FD002,191,train_FD002.txt
15,27,FD004,163,train_FD004.txt
15,36,FD002,203,train_FD002.txt
15,40,FD001,188,train_FD001.txt
15,41,FD004,279,train_FD004.txt
15,42,FD004,280,train_FD004.txt
15,49,FD004,446,train_FD004.txt
15,52,FD003,222,train_FD003.txt
15,56,FD002,163,train_FD002.txt
15,58,FD002,162,train_FD002.txt
15,60,FD003,190,train_FD003.txt
15,62,FD003,246,train_FD003.txt
15,62,FD004,297,train_FD004.txt
15,63,FD002,168,train_FD002.txt
15,65,FD001,153,train_FD001.txt
15,66,FD001,202,train_FD001.txt
15,81,FD004,187,train_FD004.txt
15,86,FD002,190,train_FD002.txt
15,106,FD004,266,train_FD004.txt
15,126,FD004,302,train_FD004.txt
15,127,FD002,256,train_FD002.txt
15,131,FD004,370,train_FD004.txt
15,148,FD002,279,train_FD002.txt
15,152,FD004,262,train_FD004.txt
15,155,FD004,295,train_FD004.txt
15,157,FD004,298,train_FD004.txt
15,160,FD002,212,train_FD002.txt
15,166,FD004,269,train_FD004.txt
15,197,FD004,170,train_FD004.txt
15,205,FD002,198,train_FD002.txt
15,208,FD002,150,train_FD002.txt
15,232,FD004,273,train_FD004.txt
15,254,FD002,260,train_FD002.txt
0,2,FD002,269,train_FD002.txt
0,4,FD003,272,train_FD003.txt
0,17,FD004,151,train_FD004.txt
0,21,FD003,220,train_FD003.txt
0,28,FD004,202,train_FD004.txt
0,29,FD002,151,train_FD002.txt
0,34,FD004,276,train_FD004.txt
0,37,FD002,210,train_FD002.txt
0,38,FD004,177,train_FD004.txt
0,40,FD004,206,train_FD004.txt
0,56,FD003,195,train_FD003.txt
0,64,FD001,283,train_FD001.txt
0,65,FD002,206,train_FD002.txt
0,74,FD002,158,train_FD002.txt
0,86,FD001,278,train_FD001.txt
0,90,FD004,212,train_FD004.txt
0,101,FD002,211,train_FD002.txt
0,115,FD002,206,train_FD002.txt
0,118,FD004,543,train_FD004.txt
0,122,FD004,174,train_FD004.txt
0,142,FD004,209,train_FD004.txt
0,146,FD004,303,train_FD004.txt
0,153,FD002,292,train_FD002.txt
0,159,FD002,241,train_FD002.txt
0,202,FD002,197,train_FD002.txt
0,209,FD004,161,train_FD004.txt
0,213,FD002,196,train_FD002.txt
0,236,FD002,239,train_FD002.txt
0,239,FD004,365,train_FD004.txt
0,243,FD004,327,train_FD004.txt
0,246,FD004,161,train_FD004.txt
0,255,FD002,340,train_FD002.txt
5,2,FD004,299,train_FD004.txt
5,20,FD003,338,train_FD003.txt
5,21,FD001,195,train_FD001.txt
5,29,FD003,223,train_FD003.txt
5,29,FD004,247,train_FD004.txt
5,37,FD003,324,train_FD003.txt
5,44,FD001,192,train_FD001.txt
5,45,FD003,205,train_FD003.txt
5,46,FD001,256,train_FD001.txt
5,48,FD002,239,train_FD002.txt
5,51,FD003,190,train_FD003.txt
5,52,FD004,357,train_FD004.txt
5,61,FD001,185,train_FD001.txt
5,71,FD002,194,train_FD002.txt
5,73,FD004,181,train_FD004.txt
5,76,FD002,244,train_FD002.txt
5,79,FD003,166,train_FD003.txt
5,81,FD003,347,train_FD003.txt
5,83,FD004,184,train_FD004.txt
5,88,FD004,388,train_FD004.txt
5,143,FD004,184,train_FD004.txt
5,153,FD004,168,train_FD004.txt
5,173,FD004,457,train_FD004.txt
5,225,FD004,418,train_FD004.txt
5,238,FD004,187,train_FD004.txt
5,246,FD002,194,train_FD002.txt
21,3,FD002,206,train_FD002.txt
21,3,FD004,307,train_FD004.txt
21,8,FD004,230,train_FD004.txt
21,15,FD001,207,train_FD001.txt
21,16,FD001,209,train_FD001.txt
21,16,FD003,344,train_FD003.txt
21,23,FD004,280,train_FD004.txt
21,35,FD003,231,train_FD003.txt
21,37,FD001,170,train_FD001.txt
21,44,FD002,205,train_FD002.txt
21,48,FD003,174,train_FD003.txt
21,51,FD001,213,train_FD001.txt
21,51,FD004,285,train_FD004.txt
21,59,FD004,177,train_FD004.txt
21,61,FD003,199,train_FD003.txt
21,75,FD003,259,train_FD003.txt
21,77,FD001,154,train_FD001.txt
21,91,FD002,245,train_FD002.txt
21,92,FD002,188,train_FD002.txt
21,92,FD004,191,train_FD004.txt
21,93,FD001,155,train_FD001.txt
21,93,FD003,171,train_FD003.txt
21,97,FD001,202,train_FD001.txt
21,117,FD002,177,train_FD002.txt
21,124,FD004,170,train_FD004.txt
21,133,FD002,159,train_FD002.txt
21,157,FD002,237,train_FD002.txt
21,180,FD002,297,train_FD002.txt
21,222,FD002,195,train_FD002.txt
21,226,FD004,194,train_FD004.txt
24,3,FD003,222,train_FD003.txt
24,11,FD003,197,train_FD003.txt
24,15,FD004,224,train_FD004.txt
24,30,FD002,166,train_FD002.txt
24,33,FD002,195,train_FD002.txt
24,38,FD001,194,train_FD001.txt
24,39,FD003,288,train_FD003.txt
24,43,FD003,321,train_FD003.txt
24,49,FD003,256,train_FD003.txt
24,51,FD002,293,train_FD002.txt
24,69,FD002,136,train_FD002.txt
24,78,FD001,231,train_FD001.txt
24,82,FD001,214,train_FD001.txt
24,85,FD003,266,train_FD003.txt
24,91,FD003,156,train_FD003.txt
24,112,FD002,378,train_FD002.txt
24,119,FD004,187,train_FD004.txt
24,145,FD002,251,train_FD002.txt
24,147,FD004,234,train_FD004.txt
24,170,FD004,161,train_FD004.txt
24,177,FD002,181,train_FD002.txt
24,203,FD002,269,train_FD002.txt
24,212,FD004,229,train_FD004.txt
24,232,FD002,242,train_FD002.txt
24,233,FD004,289,train_FD004.txt
17,4,FD004,274,train_FD004.txt
17,10,FD004,354,train_FD004.txt
17,20,FD004,245,train_FD004.txt
17,27,FD002,176,train_FD002.txt
17,42,FD001,196,train_FD001.txt
17,54,FD003,194,train_FD003.txt
17,75,FD004,230,train_FD004.txt
17,83,FD001,293,train_FD001.txt
17,88,FD003,322,train_FD003.txt
17,96,FD002,208,train_FD002.txt
17,108,FD004,304,train_FD004.txt
17,116,FD004,344,train_FD004.txt
17,124,FD002,267,train_FD002.txt
17,127,FD004,235,train_FD004.txt
17,131,FD002,280,train_FD002.txt
17,154,FD002,193,train_FD002.txt
17,169,FD004,227,train_FD004.txt
17,175,FD004,156,train_FD004.txt
17,191,FD002,219,train_FD002.txt
17,193,FD004,197,train_FD004.txt
17,198,FD004,164,train_FD004.txt
17,210,FD002,184,train_FD002.txt
17,223,FD002,218,train_FD002.txt
17,224,FD004,268,train_FD004.txt
3,5,FD001,269,train_FD001.txt
3,9,FD003,406,train_FD003.txt
3,22,FD002,192,train_FD002.txt
3,24,FD004,186,train_FD004.txt
3,25,FD004,150,train_FD004.txt
3,36,FD004,143,train_FD004.txt
3,44,FD003,180,train_FD003.txt
3,55,FD002,159,train_FD002.txt
3,63,FD003,231,train_FD003.txt
3,69,FD001,362,train_FD001.txt
3,69,FD003,170,train_FD003.txt
3,86,FD004,232,train_FD004.txt
3,89,FD002,188,train_FD002.txt
3,104,FD002,228,train_FD002.txt
3,152,FD002,184,train_FD002.txt
3,161,FD002,224,train_FD002.txt
3,183,FD002,207,train_FD002.txt
3,187,FD004,273,train_FD004.txt
