# NASA CMAPs Pre-Split Data
# Alpha: 0.5
# Number of clients: 25
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
14,1,FD001,192,train_FD001.txt
14,10,FD004,354,train_FD004.txt
14,13,FD001,163,train_FD001.txt
14,27,FD002,176,train_FD002.txt
14,32,FD004,219,train_FD004.txt
14,43,FD002,211,train_FD002.txt
14,45,FD004,177,train_FD004.txt
14,46,FD004,321,train_FD004.txt
14,49,FD003,256,train_FD003.txt
14,53,FD003,164,train_FD003.txt
14,58,FD002,162,train_FD002.txt
14,62,FD004,297,train_FD004.txt
14,81,FD001,240,train_FD001.txt
14,82,FD002,200,train_FD002.txt
14,83,FD003,181,train_FD003.txt
14,91,FD002,245,train_FD002.txt
14,95,FD003,166,train_FD003.txt
14,96,FD001,336,train_FD001.txt
14,99,FD003,145,train_FD003.txt
14,110,FD004,186,train_FD004.txt
14,115,FD004,131,train_FD004.txt
14,116,FD004,344,train_FD004.txt
14,133,FD004,489,train_FD004.txt
14,157,FD002,237,train_FD002.txt
14,191,FD002,219,train_FD002.txt
14,194,FD002,148,train_FD002.txt
14,200,FD004,225,train_FD004.txt
14,214,FD004,128,train_FD004.txt
14,223,FD002,218,train_FD002.txt
14,224,FD004,268,train_FD004.txt
14,225,FD004,418,train_FD004.txt
14,234,FD002,159,train_FD002.txt
14,242,FD002,273,train_FD002.txt
8,1,FD002,149,train_FD002.txt
8,7,FD001,259,train_FD001.txt
8,14,FD004,253,train_FD004.txt
8,29,FD003,223,train_FD003.txt
8,44,FD001,192,train_FD001.txt
8,45,FD002,151,train_FD002.txt
8,46,FD003,204,train_FD003.txt
8,51,FD004,285,train_FD004.txt
8,83,FD004,184,train_FD004.txt
8,135,FD002,294,train_FD002.txt
8,146,FD002,263,train_FD002.txt
8,153,FD004,168,train_FD004.txt
8,154,FD004,203,train_FD004.txt
8,179,FD004,435,train_FD004.txt
8,181,FD004,134,train_FD004.txt
8,194,FD004,145,train_FD004.txt
8,198,FD002,205,train_FD002.txt
8,201,FD002,191,train_FD002.txt
8,208,FD002,150,train_FD002.txt
8,216,FD004,244,train_FD004.txt
8,241,FD004,332,train_FD004.txt
8,250,FD002,184,train_FD002.txt
10,1,FD003,259,train_FD003.txt
10,11,FD004,301,train_FD004.txt
10,13,FD004,256,train_FD004.txt
10,18,FD003,447,train_FD003.txt
10,20,FD001,234,train_FD001.txt
10,20,FD004,245,train_FD004.txt
10,21,FD003,220,train_FD003.txt
10,27,FD004,163,train_FD004.txt
10,37,FD004,388,train_FD004.txt
10,41,FD001,216,train_FD001.txt
10,41,FD004,279,train_FD004.txt
10,47,FD004,375,train_FD004.txt
10,53,FD004,304,train_FD004.txt
10,56,FD003,195,train_FD003.txt
10,59,FD003,299,train_FD003.txt
10,66,FD003,165,train_FD003.txt
10,75,FD002,231,train_FD002.txt
10,79,FD001,199,train_FD001.txt
10,83,FD001,293,train_FD001.txt
10,84,FD003,226,train_FD003.txt
10,86,FD002,190,train_FD002.txt
10,92,FD001,341,train_FD001.txt
10,93,FD001,155,train_FD001.txt
10,94,FD002,306,train_FD002.txt
10,94,FD003,392,train_FD003.txt
10,111,FD002,200,train_FD002.txt
10,126,FD004,302,train_FD004.txt
10,138,FD004,178,train_FD004.txt
10,159,FD002,241,train_FD002.txt
10,160,FD004,187,train_FD004.txt
10,161,FD004,303,train_FD004.txt
10,178,FD004,170,train_FD004.txt
10,189,FD004,239,train_FD004.txt
10,213,FD004,197,train_FD004.txt
10,221,FD004,274,train_FD004.txt
18,1,FD004,321,train_FD004.txt
18,3,FD003,222,train_FD003.txt
18,6,FD004,331,train_FD004.txt
18,11,FD001,240,train_FD001.txt
18,17,FD004,151,train_FD004.txt
18,19,FD003,229,train_FD003.txt
18,28,FD003,200,train_FD003.txt
18,36,FD002,203,train_FD002.txt
18,44,FD002,205,train_FD002.txt
18,44,FD003,180,train_FD003.txt
18,47,FD003,269,train_FD003.txt
18,50,FD002,222,train_FD002.txt
18,67,FD004,167,train_FD004.txt
18,68,FD004,163,train_FD004.txt
18,73,FD004,181,train_FD004.txt
18,91,FD004,354,train_FD004.txt
18,98,FD004,245,train_FD004.txt
18,102,FD002,164,train_FD002.txt
18,106,FD002,272,train_FD002.txt
18,109,FD002,220,train_FD002.txt
18,123,FD002,226,train_FD002.txt
18,151,FD004,351,train_FD004.txt
18,155,FD004,295,train_FD004.txt
18,170,FD002,179,train_FD002.txt
18,185,FD002,162,train_FD002.txt
18,196,FD002,239,train_FD002.txt
18,211,FD004,146,train_FD004.txt
18,218,FD002,237,train_FD002.txt
6,2,FD001,287,train_FD001.txt
6,4,FD003,272,train_FD003.txt
6,7,FD002,174,train_FD002.txt
6,17,FD002,180,train_FD002.txt
6,21,FD004,227,train_FD004.txt
6,23,FD004,280,train_FD004.txt
6,60,FD002,177,train_FD002.txt
6,63,FD002,168,train_FD002.txt
6,63,FD004,170,train_FD004.txt
6,68,FD001,199,train_FD001.txt
6,84,FD004,159,train_FD004.txt
6,89,FD001,217,train_FD001.txt
6,97,FD004,262,train_FD004.txt
6,102,FD004,194,train_FD004.txt
6,124,FD004,170,train_FD004.txt
6,142,FD004,209,train_FD004.txt
6,190,FD002,257,train_FD002.txt
6,193,FD004,197,train_FD004.txt
6,212,FD002,149,train_FD002.txt
6,226,FD004,194,train_FD004.txt
19,2,FD002,269,train_FD002.txt
19,4,FD004,274,train_FD004.txt
19,5,FD004,193,train_FD004.txt
19,9,FD002,199,train_FD002.txt
19,9,FD003,406,train_FD003.txt
19,15,FD004,224,train_FD004.txt
19,17,FD001,276,train_FD001.txt
19,19,FD001,158,train_FD001.txt
19,26,FD004,297,train_FD004.txt
19,38,FD004,177,train_FD004.txt
19,43,FD004,223,train_FD004.txt
19,49,FD004,446,train_FD004.txt
19,50,FD003,161,train_FD003.txt
19,52,FD003,222,train_FD003.txt
19,57,FD002,140,train_FD002.txt
19,58,FD003,178,train_FD003.txt
19,70,FD001,137,train_FD001.txt
19,70,FD002,156,train_FD002.txt
19,70,FD004,185,train_FD004.txt
19,74,FD003,193,train_FD003.txt
19,77,FD002,185,train_FD002.txt
19,78,FD004,250,train_FD004.txt
