# NASA CMAPs Pre-Split Data
# Alpha: 0.005
# Number of clients: 100
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
12,1,FD001,192,train_FD001.txt
12,7,FD004,221,train_FD004.txt
12,10,FD003,481,train_FD003.txt
12,41,FD003,295,train_FD003.txt
12,48,FD001,231,train_FD001.txt
12,61,FD003,199,train_FD003.txt
12,65,FD004,351,train_FD004.txt
12,67,FD003,263,train_FD003.txt
3,1,FD002,149,train_FD002.txt
3,88,FD003,322,train_FD003.txt
3,162,FD004,313,train_FD004.txt
3,176,FD002,164,train_FD002.txt
95,1,FD003,259,train_FD003.txt
95,45,FD004,177,train_FD004.txt
95,61,FD001,185,train_FD001.txt
95,75,FD001,229,train_FD001.txt
95,139,FD004,251,train_FD004.txt
95,144,FD002,224,train_FD002.txt
95,165,FD002,165,train_FD002.txt
95,240,FD004,149,train_FD004.txt
89,1,FD004,321,train_FD004.txt
89,71,FD002,194,train_FD002.txt
89,92,FD002,188,train_FD002.txt
89,94,FD001,258,train_FD001.txt
89,114,FD002,203,train_FD002.txt
89,126,FD004,302,train_FD004.txt
89,179,FD004,435,train_FD004.txt
89,228,FD004,279,train_FD004.txt
28,2,FD001,287,train_FD001.txt
28,3,FD004,307,train_FD004.txt
28,14,FD004,253,train_FD004.txt
28,43,FD003,321,train_FD003.txt
28,52,FD002,174,train_FD002.txt
28,81,FD003,347,train_FD003.txt
28,92,FD004,191,train_FD004.txt
28,101,FD004,260,train_FD004.txt
28,184,FD002,171,train_FD002.txt
28,244,FD002,128,train_FD002.txt
45,2,FD002,269,train_FD002.txt
45,123,FD002,226,train_FD002.txt
45,147,FD004,234,train_FD004.txt
45,216,FD004,244,train_FD004.txt
45,245,FD004,205,train_FD004.txt
32,2,FD003,253,train_FD003.txt
32,77,FD002,185,train_FD002.txt
32,118,FD004,543,train_FD004.txt
32,133,FD004,489,train_FD004.txt
32,167,FD004,263,train_FD004.txt
32,237,FD004,212,train_FD004.txt
43,2,FD004,299,train_FD004.txt
43,42,FD002,221,train_FD002.txt
43,44,FD004,203,train_FD004.txt
43,53,FD003,164,train_FD003.txt
43,65,FD001,153,train_FD001.txt
43,79,FD002,181,train_FD002.txt
43,136,FD002,160,train_FD002.txt
43,136,FD004,205,train_FD004.txt
15,3,FD001,179,train_FD001.txt
15,3,FD002,206,train_FD002.txt
15,56,FD001,275,train_FD001.txt
15,95,FD002,198,train_FD002.txt
15,130,FD004,166,train_FD004.txt
15,133,FD002,159,train_FD002.txt
15,145,FD004,228,train_FD004.txt
15,174,FD004,370,train_FD004.txt
15,194,FD004,145,train_FD004.txt
15,227,FD004,287,train_FD004.txt
15,254,FD002,260,train_FD002.txt
55,3,FD003,222,train_FD003.txt
55,6,FD004,331,train_FD004.txt
55,16,FD002,154,train_FD002.txt
55,62,FD003,246,train_FD003.txt
55,89,FD004,168,train_FD004.txt
55,135,FD002,294,train_FD002.txt
60,4,FD001,189,train_FD001.txt
60,15,FD001,207,train_FD001.txt
60,49,FD004,446,train_FD004.txt
60,51,FD003,190,train_FD003.txt
60,67,FD001,313,train_FD001.txt
60,84,FD002,259,train_FD002.txt
60,101,FD002,211,train_FD002.txt
60,189,FD004,239,train_FD004.txt
60,215,FD004,361,train_FD004.txt
60,238,FD002,156,train_FD002.txt
60,244,FD004,267,train_FD004.txt
73,4,FD002,235,train_FD002.txt
73,19,FD003,229,train_FD003.txt
73,22,FD002,192,train_FD002.txt
73,34,FD003,459,train_FD003.txt
73,45,FD001,158,train_FD001.txt
73,49,FD002,168,train_FD002.txt
73,105,FD004,170,train_FD004.txt
73,126,FD002,199,train_FD002.txt
44,4,FD003,272,train_FD003.txt
44,10,FD004,354,train_FD004.txt
44,35,FD003,231,train_FD003.txt
44,38,FD004,177,train_FD004.txt
44,83,FD004,184,train_FD004.txt
44,132,FD002,183,train_FD002.txt
44,143,FD004,184,train_FD004.txt
44,209,FD004,161,train_FD004.txt
38,4,FD004,274,train_FD004.txt
38,43,FD001,207,train_FD001.txt
38,76,FD004,152,train_FD004.txt
38,98,FD001,156,train_FD001.txt
38,146,FD004,303,train_FD004.txt
38,165,FD004,255,train_FD004.txt
48,5,FD001,269,train_FD001.txt
48,22,FD003,192,train_FD003.txt
48,61,FD002,218,train_FD002.txt
48,93,FD003,171,train_FD003.txt
48,99,FD004,167,train_FD004.txt
48,109,FD002,220,train_FD002.txt
48,147,FD002,207,train_FD002.txt
48,157,FD002,237,train_FD002.txt
48,206,FD002,221,train_FD002.txt
48,218,FD004,236,train_FD004.txt
48,249,FD002,202,train_FD002.txt
81,5,FD002,154,train_FD002.txt
81,8,FD004,230,train_FD004.txt
81,31,FD001,234,train_FD001.txt
81,155,FD004,295,train_FD004.txt
94,5,FD003,213,train_FD003.txt
94,8,FD003,267,train_FD003.txt
94,32,FD004,219,train_FD004.txt
94,50,FD002,222,train_FD002.txt
94,73,FD004,181,train_FD004.txt
94,83,FD003,181,train_FD003.txt
94,105,FD002,303,train_FD002.txt
94,115,FD004,131,train_FD004.txt
94,251,FD002,266,train_FD002.txt
94,255,FD002,340,train_FD002.txt
96,5,FD004,193,train_FD004.txt
96,15,FD004,224,train_FD004.txt
96,39,FD004,202,train_FD004.txt
96,48,FD003,174,train_FD003.txt
96,57,FD004,193,train_FD004.txt
96,63,FD001,174,train_FD001.txt
96,68,FD003,201,train_FD003.txt
96,85,FD004,277,train_FD004.txt
96,91,FD004,354,train_FD004.txt
96,169,FD002,185,train_FD002.txt
96,248,FD002,234,train_FD002.txt
66,6,FD001,188,train_FD001.txt
66,26,FD002,187,train_FD002.txt
66,125,FD002,168,train_FD002.txt
66,193,FD002,172,train_FD002.txt
66,196,FD002,239,train_FD002.txt
91,6,FD002,175,train_FD002.txt
91,43,FD002,211,train_FD002.txt
91,103,FD002,280,train_FD002.txt
91,163,FD002,203,train_FD002.txt
91,195,FD002,190,train_FD002.txt
91,239,FD004,365,train_FD004.txt
58,6,FD003,278,train_FD003.txt
58,18,FD004,343,train_FD004.txt
58,22,FD001,202,train_FD001.txt
58,31,FD003,183,train_FD003.txt
58,75,FD002,231,train_FD002.txt
58,84,FD003,226,train_FD003.txt
58,89,FD001,217,train_FD001.txt
58,89,FD003,207,train_FD003.txt
