# NASA CMAPs Pre-Split Data
# Alpha: 0.1
# Number of clients: 25
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
17,1,FD001,192,train_FD001.txt
17,9,FD003,406,train_FD003.txt
17,10,FD004,354,train_FD004.txt
17,13,FD002,227,train_FD002.txt
17,14,FD003,207,train_FD003.txt
17,19,FD002,163,train_FD002.txt
17,21,FD002,189,train_FD002.txt
17,23,FD003,196,train_FD003.txt
17,34,FD002,205,train_FD002.txt
17,38,FD001,194,train_FD001.txt
17,49,FD001,215,train_FD001.txt
17,54,FD001,257,train_FD001.txt
17,54,FD002,199,train_FD002.txt
17,55,FD001,193,train_FD001.txt
17,57,FD002,140,train_FD002.txt
17,61,FD003,199,train_FD003.txt
17,63,FD001,174,train_FD001.txt
17,68,FD004,163,train_FD004.txt
17,71,FD004,312,train_FD004.txt
17,97,FD004,262,train_FD004.txt
17,100,FD004,261,train_FD004.txt
17,101,FD002,211,train_FD002.txt
17,106,FD004,266,train_FD004.txt
17,110,FD004,186,train_FD004.txt
17,134,FD004,247,train_FD004.txt
17,144,FD002,224,train_FD002.txt
17,154,FD002,193,train_FD002.txt
17,162,FD002,194,train_FD002.txt
17,165,FD004,255,train_FD004.txt
17,175,FD004,156,train_FD004.txt
17,176,FD002,164,train_FD002.txt
17,188,FD004,254,train_FD004.txt
17,193,FD004,197,train_FD004.txt
17,194,FD002,148,train_FD002.txt
17,234,FD002,159,train_FD002.txt
17,248,FD002,234,train_FD002.txt
15,1,FD002,149,train_FD002.txt
15,10,FD001,222,train_FD001.txt
15,14,FD001,180,train_FD001.txt
15,14,FD002,193,train_FD002.txt
15,21,FD004,227,train_FD004.txt
15,33,FD003,231,train_FD003.txt
15,40,FD003,188,train_FD003.txt
15,43,FD002,211,train_FD002.txt
15,61,FD002,218,train_FD002.txt
15,69,FD003,170,train_FD003.txt
15,74,FD003,193,train_FD003.txt
15,88,FD002,365,train_FD002.txt
15,88,FD003,322,train_FD003.txt
15,89,FD001,217,train_FD001.txt
15,99,FD002,202,train_FD002.txt
15,107,FD002,145,train_FD002.txt
