# NASA CMAPs Pre-Split Data
# Alpha: 0.05
# Number of clients: 100
# Total units: 709
# Format: client_id,unit_id,fd_file,data_size,original_file
20,1,FD001,192,train_FD001.txt
20,38,FD002,177,train_FD002.txt
20,96,FD003,491,train_FD003.txt
20,99,FD002,202,train_FD002.txt
20,161,FD002,224,train_FD002.txt
63,1,FD002,149,train_FD002.txt
63,20,FD002,154,train_FD002.txt
63,52,FD004,357,train_FD004.txt
63,54,FD001,257,train_FD001.txt
63,82,FD003,285,train_FD003.txt
63,99,FD001,185,train_FD001.txt
63,121,FD004,194,train_FD004.txt
63,138,FD002,200,train_FD002.txt
63,167,FD002,232,train_FD002.txt
63,219,FD002,156,train_FD002.txt
63,251,FD002,266,train_FD002.txt
50,1,FD003,259,train_FD003.txt
50,19,FD004,210,train_FD004.txt
50,70,FD001,137,train_FD001.txt
50,86,FD001,278,train_FD001.txt
50,160,FD004,187,train_FD004.txt
50,176,FD002,164,train_FD002.txt
50,196,FD004,174,train_FD004.txt
50,208,FD002,150,train_FD002.txt
39,1,FD004,321,train_FD004.txt
39,9,FD003,406,train_FD003.txt
39,13,FD002,227,train_FD002.txt
39,95,FD001,283,train_FD001.txt
39,201,FD004,378,train_FD004.txt
39,236,FD004,225,train_FD004.txt
39,241,FD004,332,train_FD004.txt
39,258,FD002,143,train_FD002.txt
93,2,FD001,287,train_FD001.txt
93,14,FD003,207,train_FD003.txt
93,90,FD001,154,train_FD001.txt
93,147,FD004,234,train_FD004.txt
90,2,FD002,269,train_FD002.txt
90,11,FD003,197,train_FD003.txt
90,37,FD002,210,train_FD002.txt
90,98,FD003,307,train_FD003.txt
90,227,FD002,184,train_FD002.txt
90,241,FD002,183,train_FD002.txt
71,2,FD003,253,train_FD003.txt
71,22,FD003,192,train_FD003.txt
71,34,FD003,459,train_FD003.txt
71,65,FD004,351,train_FD004.txt
71,83,FD001,293,train_FD001.txt
71,153,FD004,168,train_FD004.txt
71,215,FD004,361,train_FD004.txt
71,233,FD004,289,train_FD004.txt
70,2,FD004,299,train_FD004.txt
70,9,FD004,334,train_FD004.txt
70,18,FD004,343,train_FD004.txt
70,36,FD003,324,train_FD003.txt
70,38,FD004,177,train_FD004.txt
70,50,FD004,172,train_FD004.txt
70,62,FD003,246,train_FD003.txt
70,68,FD002,185,train_FD002.txt
70,158,FD002,308,train_FD002.txt
96,3,FD001,179,train_FD001.txt
96,61,FD003,199,train_FD003.txt
96,73,FD001,213,train_FD001.txt
96,81,FD003,347,train_FD003.txt
96,98,FD001,156,train_FD001.txt
96,127,FD002,256,train_FD002.txt
96,133,FD004,489,train_FD004.txt
96,172,FD004,273,train_FD004.txt
96,182,FD002,200,train_FD002.txt
96,211,FD004,146,train_FD004.txt
96,214,FD004,128,train_FD004.txt
96,259,FD002,205,train_FD002.txt
12,3,FD002,206,train_FD002.txt
12,17,FD004,151,train_FD004.txt
12,41,FD002,262,train_FD002.txt
12,48,FD001,231,train_FD001.txt
12,130,FD004,166,train_FD004.txt
